id,img_path,overview,cat1_result,result
TEST_00089,./image/test/TEST_00089.jpg,예로부터 길조로 여기던 꿩을 재료로 요리하는 음식점으로 꿩만두로 만든 찐만두와 손만두국이 유명하다. 이 외에도 메밀막국수와 수육을 함께 판매하고 있다. 인기가 좋은 식당으로 식사시간이면 대기줄이 길어 별도의 번호표를 배부하기도 한다.,음식,한식
TEST_00091,./image/test/TEST_00091.jpg,"송정꽃게집에 오면 다양한 메뉴와 함께 여러분의 입맛을 책임질 꽃게 요리가 있다. 스포츠서울에서 추천하는 '맛있는 집'으로 선정되었으며, SBS 결정 맛대맛/ 잘먹고 잘사는법 방영. MBC 맛있는TV 방영 등 다양한 언론매체에서 소개된 바 있다.",음식,한식
TEST_00092,./image/test/TEST_00092.jpg,"고기리 계곡에 위치한 아늑하게 캠핑 분위기 즐길 수 있는 당일 글램핑 캠핑형 식당이다.  가족모임이나 단체 회식, 이색데이트 코스로 찾기 좋다.",음식,한식
TEST_00094,./image/test/TEST_00094.jpg,"아름다운 주방이라는 의미, 도회적인 분위기와 고급스러운 음식이 있는 이태리 레스토랑이다. 다양한 와인들도 구비해 놓았으며, 멋스러움이 있는 테라스에서 식사도 가능하다. 넓은 홀이 있어 예약 없이도 이용이 가능하지만 예약을 하면 더 좋은 자리에서 분위기를 즐길 수 있다. 넓은 주차장도 확보하고 있다.",음식,서양식
TEST_00095,./image/test/TEST_00095.jpg,"금천한우타운은 경기도 광명시 가학동에 있는 정육식당이다. 숲속 대형 캠핑 텐트에서 바비큐를 즐길 수 있다. 나무 사이를 연결한 해먹에서 낮잠을 즐길 수 있다. 또한, 어린이들이 즐겁게 뛰어놀 수 있는 트램펄린도 있다. 텐트는 1부와 2부로 나뉘어 운영되며, 이용 금액이 있다. 식당에서 필요한 식품이나 도구를 구매하거나 대여할 수 있다. 캠핑 텐트를 이용하지 않는 개인 혹은 단체 손님을 위한 하우스 식당과 실내 식당이 있다. 족구장이 있는 뒷마당은 체육행사를 할 수 있을 정도로 넓다. ※ 유아시설(놀이방) 있음, 반려동물 동반 가능",음식,한식
TEST_00099,./image/test/TEST_00099.jpg,"도토리묵밥과 도토리빈대떡, 도토리묵무침이 주요 메뉴로 저렴한 가격에 푸짐한 한 끼 식사를 즐길 수 있는 곳이다.  이외에도 손두부와 메밀전병, 오리백숙, 닭도리탕 등을 취급한다. 구즉묵은 상수리나무가 빼곡해 도토리가 많은 구즉동에서 유래한 오래된 토속별미로 칼로리는 낮고 포만감을 높여 다이어트에 큰 도움이 된다. 기호에 따라 양념장을 넣어 입맛에 맞게 간을 조절할 수 있으며 닭가슴살을 따로 주문할 수 있고 자극적이지 않고 부드러워 어린이들을 동반한 가족이 방문하기에도 좋다.",음식,한식
TEST_00100,./image/test/TEST_00100.jpg,"개성집은 남양주시 조안면에 위치한 오이소박이 냉국수, 만둣국을 전문으로 하는 곳이다.",음식,한식
TEST_00101,./image/test/TEST_00101.jpg,"경기도 양주시 삼숭동에 있는 음식점이다. 타우린 성분이 있어 피로 해소에 좋은 주꾸미 전문 음식점이다. 항아리가 줄지어 서 있는 건물 앞에 주차장이 있다. 한소반세트를 주문하면 기본 반찬으로는 콩나물, 무나물, 김, 백김치, 묵사발이 나온다. 피자 세트, 주꾸미 철판구이, 삽겹살 주꾸미 철판구이, 수제 돈가스 등이 있다. 어린이 메뉴인 주먹밥과 어린이 놀이방이 있어 아이와 함께 가기 좋다. 식후엔 야외 테라스에서 커피, 아이스크림을 무료로 먹을 수 있다. 소흘 IC에서 차량으로 약 9분 거리에 있다. 가까이에 루이힐스골프클럽, 양주천보산림욕장, 레이크우드 CC가 있다.",음식,한식
TEST_00102,./image/test/TEST_00102.jpg,"장어의품격은 경기도 시흥시 금이동에 있는 장어구이 집이다. 100% 국내산 풍천민물장어만 판매한다. 당일에 들어온 품질 좋은 장어를 오전에 손질하여 항상 신선한 장어를 맛볼 수 있다. 장어 이외에도 숯불 닭갈비를 판매하고 있다. 또한, 장어탕, 차돌박이 된장찌개, 냉면같이 곁들여 먹을 수 있는 메뉴도 판매한다. 상차림 비용이 1인당 3,000원이 발생한다. 밑반찬은 셀프바에서 가져다 먹을 수 있다. 내부는 넓고 쾌적하며, 오픈형 주방이다. 야외 파라솔 좌석도 있으며, 바로 앞에 칠리제 저수지가 보인다. 전용 주차장이 있어 편하게 이용할 수 있다.",음식,한식
TEST_00103,./image/test/TEST_00103.jpg,"제주카약올레는 애월읍에 위치한 투명카약 업체이다. 한담해변에서 바닥이 보이는 ""투명카약""을 타고 제주바다를 만끽하며 데이트와 가족여행을 즐기기에 좋다. 체험 가능 시간은 30분이며, 네이버 스토어에서 사전 예약이 가능하다. 이용 마감 시간은 일몰시간에 따라 달라지므로 확인 후 이용하길 권한다. 날씨와 바람, 파도 등 현장 상황에 따라 운영 여부가 변경되기 때문에, 이용 전에 확인하는 것이 좋다. 주변의 한담해안산책로는 애월리 마을에서 곽지해수욕장까지 바다를 감상하기 좋다.",음식,바/까페
TEST_00105,./image/test/TEST_00105.jpg,산간지대에 자리 잡은 춘천에도 꽤 넓은 들판이 있는데 그곳이 바로 샘밭이다. 예부터 샘밭은 소양강의 맑은 물과 함께 풍부하게 자라는 각종 곡식과 과일들로 그 풍요로움을 자랑하여 맛집이 많기로 유명하다. 명가막국수는 이전에 호반막국수라는 이름으로 춘천시민들에게 사랑받는 막국수집이었다. 명가막국수는 막국수 이외에도 열무김치의 맛으로 정평이 나있는 곳이다. 개업이래 열무김치의 맛으로 손님들의 호응을 얻고 있으며 겨울철에도 또 다른 별미인 배추김치로 손님들의 입맛을 사로잡는 명소이다.,음식,한식
TEST_00108,./image/test/TEST_00108.jpg,"밀면은 일반적인 국수보다는 찰진 느낌이지만 냉면보다는 부드러운 느낌의 부산 지역에서 만들어 먹는 국수의 일종이다. 곱게 간 밀가루와 전분을 소금물로 반죽해서 뽑은 면을 닭고기나 소고기 또는 돼지고기 뼈를 고아 낸 육수에 말아먹는 부산의 향토 음식이다. 밀이 주된 재료인 면이기 때문에 소화를 돕기 위해 육수를 낼 때 감초, 당귀, 계피 등 한약 재료를 넣는 것이 특징이다. 입맛에 따라 식초와 겨자를 넣고 먹기도 하는데 본연의 진한 국물 맛을 느끼며 먹는 것도 좋다. 개금밀면은 보통의 음식점과는 다르게 들어가자마자 입구에서 주문하면서 바로 계산을 한다. 계산 후에 번호표를 주는데, 원하는 자리에 앉아서 기다리다가 번호가 울리면 찾아가면 되는 셀프식당이다. 부산 3대 밀면집 중 하나로 식사시간이 아니어도 대기 인원이 많다. 그래서 푸드 코트처럼 번호표를 받고 직접 가져다 먹고 다 먹은 그릇은 직접 치워야 하는 수고로움은 있지만 회전율이 빨라 오랜 시간 기다리지 않아도 금방 맛있는 밀면을 먹을 수 있다.",음식,한식
TEST_00109,./image/test/TEST_00109.jpg,인천의 이국적인 맛이라고 하면 보통 차이나타운을 떠올린다. 그렇다면 중식을 제외하고는 또 무엇이 있을까? 2007년 인천문화통신에 아시아의 맛집으로 까르본이 소개되었다. 국내 유일의 우즈베키스탄 음식점으로도 더욱 유명하다.,음식,패밀리레스토랑
TEST_00110,./image/test/TEST_00110.jpg,의령에는 예전에 큰 우시장이 있었다고 한다. 그래서 의령은 오래된 소고기 국밥집이 많다. 그중 수정식당은 3대 70년이 넘는 세월 동안 가업을 이어오고 있는 소고기국밥 전문점이다. 100% 국내산 한우로 음식을 만드는데 가마솥에서 얼큰하게 끓여낸 소고기국밥과 수육이 대표 메뉴이다. 이곳의 국밥은 다른 지역에 비해 콩나물이 많이 들어가 있다. 그래서인지 국물이 얼큰하고 시원하다. 다른 메뉴로는 3일 동안 국물을 우려내 만든 곰탕도 있다.,음식,한식
TEST_00111,./image/test/TEST_00111.jpg,"'비숲'은 경기도 군포시 둔대동에 있는 반려견 카페이다. 넓은 공간에 반려견 동반 카페, 반려견 운동장, 반려견 수영장, 반려견 호텔, 반려견 유치원이 있다. 야외 운동장은 소·중형견 전용이다. 실내 공간에서는 반려견 간식이나 용품을 판매한다. 매장 입구 쪽에 오락 기계가 마련되어 있어 보호자들이 이용하기 좋다. 커피, 에이드, 티 등 다양한 음료를 판매한다. 또한, 마늘 치즈떡볶이 같은 식사 메뉴도 있다. 반려견 전용 음식도 판매한다. 근처에 대야미 반월호수공원이 있다. 매월 첫째 주 화요일에는 입장료가 무료이다.",음식,바/까페
TEST_00113,./image/test/TEST_00113.jpg,"바다원해의 대표 메뉴는 포항물회다. 살얼음이 뜬 새콤달콤한 육수에 광어, 우럭, 강도다리 등을 넣었다. 포항물회를 주문하면 국수 사리, 공깃밥, 매운탕 등이 함께 나온다. 이곳에서는 모듬회도 맛볼 수 있다. 10가지 반찬과 함께 튀김류, 매운탕 등이 상에 오른다. 인근에 환호공원, 영일대해수욕장, 죽도시장 등 포항의 유명 관광지가 많아 식전이나 식후에 연계 관광에 나서기 좋다.",음식,한식
TEST_00115,./image/test/TEST_00115.jpg,"두부고을해마루는 경기도 여주시 북내면에 있는 손두부 한정식집이다. 음식점 가까운 곳에 골프장이 많아서 골프를 마치고 오는 손님들이 많고, 맛집으로 알려져 있다. 두부고을해마루는 매일 두부를 직접 만들고 여주 진상미 계약 농가에서 직접 받아오는 쌀로 밥을 지어 제공한다. 대표메뉴인 해마루 정식과 코다리 정식은 주메뉴를 제외한 모든 상차림이 같다. 해마루 정식의 주메뉴는 제육볶음이다. 고등어구이와 찌개를 포함하여 19가지의 맛있는 반찬이 정갈하게 한상 가득히 차려진다. 음식에 사용되는 콩, 채소, 고기, 고춧가루는 모두 국내산을 사용한다. 반찬으로 나오는 콩물 생두부는 손두부에 콩물을 부어 제공하는데, 진하고 고소한 콩물과 두부와의 조화가 특이하고 새로운 맛을 보여준다. 코다리 정식은 코다리 구이에 채소 가득한 소스가 얹혀 나오며 코다리 맛과 어우러져 인기 메뉴이다. 구수한 두부를 맛볼 수 있는 한정식으로 장년층도 부담 없이 즐길 수 있고, 인근에 골프장(스카이밸리CC, 루트52CC, 신라CC 등)이 많이 있고, 신접리의백로왜가리번식지, 여주신륵사, 금은모래강변공원 등이 있다.",음식,한식
TEST_00123,./image/test/TEST_00123.jpg,"강화도 남서쪽 선수 포구 인근에 위치한 생선회 전문점으로, 해안가 절벽 위에 위치해 있어 노을에 회 한 접시를 즐길 수 있으며 식사와 함께 서해바다를 조망할 수 있는 뷰가 좋은 식당이다. SNS를 통해 전망 좋은 맛집으로 알려지면서 바닷가를 바라보면 회를 먹을 수 있는 창가 쪽 자리는 예약을 통해 이용이 가능하다. 활어 모둠회가 대표 메뉴이고 관자, 새우, 문어, 소라, 멍게 등이 다양한 밑반찬도 넉넉하다. 대기자가 많아 시간 여유를 두고 방문해야 하며 식당 입구 왼쪽으로 웨이팅 공간을 따로 마련해 뒀다.",음식,한식
TEST_00127,./image/test/TEST_00127.jpg,"강원 나물밥 지정점으로 2005년 문화관광부 선정 한국의 100대 음식점 선정되었다. 강원도 화전민의 전통가옥인 300여 년 된 너와집으로 화전민의 생활 도구가 그대로 갖추어져있어 박물관에 온 느낌을 주며 향토음식을 즐길 수 있는 곳이다. 메뉴는 너와정식, 비빔밥정식, 메밀전병과 다양한 한정식 메뉴를 맛볼 수 있다. 옛어머니의 손맛과 조리 노하우와 태백의 청정 농축산물을 통해 음식을 만들고 있다.",음식,한식
TEST_00128,./image/test/TEST_00128.jpg,"경상북도 안동시 도산면에 위치한 도산대가식당은 도산서원 인근에 위치하여 도산서원을 방문하는 관광객이 찾기에도 좋은 식당이다. 안동찜닭, 안동간고등어 등 안동의 대표음식을 맛볼 수 있으며 그 외에도 다양한 메뉴가 준비되어 있다.",음식,한식
TEST_00129,./image/test/TEST_00129.jpg,"※ 영업시간 10:00 ~ 20:00강원도에서 지정한 강원 나물밥 전문점으로 넉넉한 주차공간과 좌석이 있어 단체 방문에도 불편함이 없으며, 주변 강변에 산소길과 숲으로 다리가 있어 아름다운 경치도 함께 즐길 수 있다.",음식,한식
TEST_00135,./image/test/TEST_00135.jpg,"2004년 8월에 오픈한 다미횟집은 1,2층 포함 150평 정도 규모로 넓은 홀 2개와 룸 4개를 갖추고 있다. 안면도 방포항에 위치하고 있어 바다를 바라보며 여유 있게 식사를 할 수 있으며 같은 건물에 모텔과 노래방 시설을 갖추고 있어 일석이조의 편리함과 100평 정도의 주차장을 확보하고 있다.",음식,한식
TEST_00137,./image/test/TEST_00137.jpg,"해운대해수욕장은 수심이 얕고 조수의 변화도 심하지 않으며 시설이 잘 정비된 1급 해수욕장으로 해마다 수만 명이 찾는 여름 명소이다. 주변 맛집으로 동백섬횟집이 있는데 3층짜리 하얀색 건물로 실내에서 밖을 볼 수 있는 반원형 창가는 많은 사람들에게 인기가 있다.한 접시 푸짐하게 담겨 나오는 모둠회가 이 집의 대표 메뉴라 할 수 있는데, 저렴하면서도 그 양이 많아 회로 배를 채운다는 말이 나올 정도다. 부산의 싱싱한 회를 맛볼 수 있으며 회덮밥과 매운탕도 그 맛이 좋다.",음식,한식
TEST_00140,./image/test/TEST_00140.jpg,한택식물원 가는 길에 위치해 드라이브 길에 들러도 좋은 한적한 시골길 식당이다. 주메뉴인 간장게장은 전국 택배 주문도 가능하다. 대표 메뉴인 닭튀김 우동을 먹을 때 닭을 찢어 우동과 함께 먹으면 더 맛있게 먹을 수 있다.,음식,한식
TEST_00141,./image/test/TEST_00141.jpg,"우드멜로우드는 고덕산자락에 고덕산 중턱에 있는 디저트 카페다. 나지막한 산 중턱에 위치해 경치도 좋아 향기로운 차와 함께 도심 속에서 자연을 느낄 수 있다. 넓은 주차 공간으로 주차가 편하고, 마음의 여유를 제공하는 심플한 실내 인테리어는 커피 향과 잘 어울린다. 대표 메뉴로 스카치 캔디 향을 가진 버터크림 라테, 달콤한 라테와 시그니처 크림이 올라간 우멜슈페너, 아삭한 크러쉬얼음이 올라간 코코넛 라테인 크러쉬 라테, 달콤한 초콜릿 음료와 향긋한 얼그레이크림이 조화를 이룬 얼그레이 쇼콜라, 고소한 인절미 라테와 쑥 크림이 어우러진 쑥페너 등이 있다. 인근에 고덕 수변 생태공원이 있다.",음식,바/까페
TEST_00142,./image/test/TEST_00142.jpg,"경상남도 밀양시 내일동에 있는 단골집은 밀양전통시장 내에 있는 돼지국밥 전문점이다. 메뉴로는 돼지국밥과 돼지수육을 제공하며, 돼지국밥의 경우 토렴식으로 내어준다.",음식,한식
TEST_00146,./image/test/TEST_00146.jpg,칼국수와 부추전이 메인메뉴인 금산재 칼국수는 경주의 한국판 센과 치히로 동굴로 유명한 조그마한 터널을 건너 위치해 있다. 깔끔한 육수와 쫄깃한 면발의 칼국수는 단백한 맛과 적당히 달짝지근한 맛으로 유명하다. 칼국수만큼 유명한 것은 외관 풍경이다. 수려한 산과 고즈넉한 한옥이 펼쳐져 있다. 식사 후 근처 산책로를 걷는 것도 추천한다.,음식,한식
TEST_00153,./image/test/TEST_00153.jpg,양양에서 맛볼 수 있는 뚜거리탕은 집에서 손수 만든 재료로 조리하여 구수하고 칼칼한 맛은 일품이며 9월~10월에는 연어회나 연어구이를 맛볼 수 있다.,음식,한식
TEST_00157,./image/test/TEST_00157.jpg,"즉석떡볶이를 전문으로 하는 음식점이며, 다양한 즉석떡볶이와 함께 화덕피자를 제공한다. 남녀노소 누구나 좋아하는 조합으로 한끼 식사도 충분하다.",음식,서양식
TEST_00159,./image/test/TEST_00159.jpg,"경기도 파주 퍼스트가든에서 만날 수 있는 삐아또 고메는 최고의 요리를 즐기는 미식가의 음식, 미식가의 메뉴를 뜻한다. 레스토랑 삐아또 고메는 세트, 코스, 싱글 메뉴 등 다양한 메뉴 구성으로 고객들을 맞는다. 광어스테이크, 삐아또 등심스테이크, 안심스테이크, 폭찹스테이크 등 이곳 스테이크는 깊고 담백한 풍미의 육즙을 자랑하는 최고 메뉴다. 베이컨, 치즈, 마늘을 사용해 더욱 진하고 깊은 맛을 낸 카르보나라 파스타와 토마토와 크림소스의 환상적인 조합이 만들어낸 새우로제파스타도 환상적이다.",음식,서양식
TEST_00161,./image/test/TEST_00161.jpg,"서울 종로구 부암동에 자리한 저집은 젓가락 전문 매장이다. 젓가락은 한국은 물론 중국과 일본 등 아시아에서 주로 사용되는 식사도구다. 예부터 금속이나 뿔, 나무 등 단단한 재료로 만들어졌으며 사용하는 사람의 신분에 따라 그 형태와 재료를 달리한 것으로 전해진다. 현대에 이르러 더욱 다양한 재료로 만들어지고 사용된다. 젓가락은 보통 숟가락과 함께 사용한다. 젓가락 전문 매장인 저집은 한국 전통의 재료와 문양, 색상을 활용한 젓가락과 숟가락을 만들어 판매한다. 부암동 언덕에 자리한 하얀 외벽의 매장에 들어서면 나란히 줄지어 진열된 젓가락과 숟가락을 만나게 된다. 이곳의 젓가락은 옻칠을 기본으로 하지만 소재와 모양은 물론 길이도 제각각, 색상도 가지각색이다. 매장 입구에서 오른편에는 한국 전통 소반과 젓가락, 숟가락이 오른 상 한 판이 멋스럽게 차려져 전시된다. 젓가락 단품으로도 판매하지만 세트 제품의 소요가 더 많다. 수저받침, 컵, 접시 등도 판매하며, 선물용으로 제품 구매 시 포장도 가능하다.",음식,채식전문점
TEST_00166,./image/test/TEST_00166.jpg,"사람이 느끼는 가장 편하고 안전한 주파수를 뜻하는 60헤르츠는 울산광역시 동구 동해안로에 있는 베이커리 카페이다. 건물 전체를 사용하는 60헤르츠는 앤틱한 느낌의 가구와 통유리로 되어 전 좌석 모두 바다 뷰를 볼 수 있다. 또 1, 2층 모두 실내, 실외로 나누어져 1층은 야외 테라스, 2층은 루프탑이 있어 다채로운 볼거리를 제공한다. 지하 1층에는 작은 공간이 있어 모임이나 기념일 등에 이용할 수 있으며 예약제로 운영되니 이용 전 전화 문의는 필수이다. 60헤르츠 시그니처 메뉴는 붓세와 소금 빵이다.※ 반려동물 동반 불가",음식,바/까페
TEST_00177,./image/test/TEST_00177.jpg,한국식 찌개 요리를 맛볼 수 있는 곳이다. 대표메뉴는 돼지 찌개이다. 서울특별시 홍대입구역 부근에 있는 한식당이다.,음식,한식
TEST_00178,./image/test/TEST_00178.jpg,제주산 돼지로 한국식 BBQ를 맛볼 수 있는 곳이다. 대표메뉴는 오겹살이다. 강원도 원주시에 있는 한식전문점이다.,음식,한식
